7	1	1
11	1	1
12	1	2
25	1	4
27	1	4
30	1	5
42	1	1
43	1	4
55	1	3
60	1	1
64	1	5
66	1	5
74	1	2
79	1	1
88	1	4
101	1	3
106	1	4
117	1	2
127	1	1
137	1	4
140	1	5
141	1	4
151	1	4
164	1	4
198	1	3
199	1	5
206	1	1
216	1	1
219	1	2
221	1	3
222	1	2
240	1	1
242	1	5
265	1	5
266	1	2
277	1	5
336	1	5
351	1	4
352	1	3
365	1	4
369	1	5
371	1	2
404	1	5
409	1	2
410	1	1
420	1	5
423	1	5
425	1	5
427	1	3
430	1	5
438	1	4
455	1	5
474	1	5
475	1	3
477	1	1
481	1	5
491	1	1
499	1	5
514	1	4
520	1	5
529	1	3
533	1	3
536	1	5
559	1	5
571	1	1
573	1	5
590	1	5
598	1	5
610	1	4
621	1	4
624	1	3
628	1	3
631	1	4
632	1	3
640	1	1
648	1	3
651	1	4
659	1	1
675	1	1
681	1	5
685	1	4
687	1	1
695	1	5
696	1	2
697	1	4
698	1	4
708	1	2
712	1	4
727	1	5
731	1	3
745	1	4
746	1	5
749	1	1
750	1	2
771	1	2
778	1	1
785	1	5
788	1	3
796	1	1
804	1	5
805	1	5
807	1	5
808	1	2
812	1	3
815	1	4
818	1	1
820	1	4
821	1	3
830	1	3
835	1	4
865	1	2
879	1	3
883	1	3
890	1	1
895	1	3
903	1	3
905	1	4
924	1	4
930	1	5
936	1	2
937	1	4
942	1	2
957	1	5
958	1	1
959	1	5
962	1	5
965	1	1
972	1	2
974	1	4
975	1	1
979	1	5
983	1	3
1000	1	4
1011	1	5
1017	1	1
1021	1	5
1024	1	5
1031	1	5
1032	1	5
1033	1	5
1053	1	5
1055	1	1
1060	1	3
1066	1	5
1073	1	3
1081	1	5
1096	1	1
1099	1	4
1100	1	4
1104	1	4
1105	1	5
1110	1	3
1124	1	1
1147	1	5
1153	1	3
1154	1	4
1157	1	1
1164	1	4
1168	1	1
1180	1	1
1192	1	3
1196	1	1
1199	1	4
1231	1	5
1241	1	2
1263	1	5
1272	1	5
1283	1	5
1286	1	5
1288	1	5
1291	1	2
1311	1	3
1315	1	4
1336	1	1
1342	1	2
1347	1	3
1356	1	4
1359	1	1
1360	1	4
1364	1	5
1367	1	3
1369	1	5
1371	1	2
1379	1	4
1383	1	3
1390	1	4
1401	1	1
1405	1	3
1430	1	3
1434	1	5
1436	1	3
1445	1	5
1446	1	2
1449	1	5
1455	1	1
1469	1	5
1475	1	4
1476	1	4
1477	1	4
1483	1	5
1512	1	5
1529	1	3
1535	1	1
1542	1	5
1547	1	2
1553	1	5
1557	1	1
1558	1	3
1564	1	1
1568	1	5
1573	1	3
1574	1	3
1578	1	5
1579	1	2
1585	1	4
1589	1	5
1594	1	4
1595	1	5
1597	1	5
1608	1	1
1617	1	5
1623	1	2
1629	1	4
1632	1	5
1635	1	2
1636	1	1
1639	1	1
1644	1	5
1645	1	1
1646	1	1
1653	1	1
1663	1	2
1696	1	3
1699	1	3
1708	1	5
1713	1	5
1722	1	1
1724	1	1
1731	1	3
1736	1	5
1738	1	1
1744	1	3
1748	1	1
1751	1	5
1760	1	3
1766	1	1
1769	1	3
1774	1	5
1794	1	3
1803	1	4
1811	1	5
1815	1	5
1818	1	5
1834	1	3
1835	1	4
1837	1	4
1841	1	4
1846	1	5
1855	1	3
1858	1	1
1861	1	1
1886	1	4
1894	1	2
1899	1	5
1902	1	1
1903	1	5
1922	1	5
1933	1	5
1940	1	4
1950	1	3
1954	1	2
1974	1	2
1976	1	1
1980	1	1
2004	1	4
2015	1	3
2016	1	2
2042	1	5
2051	1	4
2081	1	5
2090	1	3
2092	1	4
2101	1	5
2102	1	3
2116	1	3
2123	1	4
2127	1	1
2136	1	5
2143	1	4
2161	1	4
2164	1	4
2179	1	3
2183	1	4
2206	1	5
2208	1	4
2213	1	3
2223	1	5
2239	1	4
2243	1	1
2244	1	1
2249	1	1
2251	1	4
2259	1	1
2272	1	5
2280	1	3
2283	1	3
2289	1	2
2291	1	1
2294	1	5
2317	1	1
2325	1	4
2344	1	1
2363	1	5
2374	1	1
2382	1	5
2392	1	5
2398	1	4
2404	1	4
2411	1	5
2423	1	2
2424	1	5
2426	1	3
2431	1	3
2439	1	5
2442	1	3
2451	1	5
2461	1	5
2480	1	2
2512	1	4
2538	1	3
2545	1	3
2547	1	2
2555	1	5
2557	1	1
2560	1	2
2587	1	2
2604	1	2
2621	1	4
2631	1	3
2632	1	5
2634	1	3
2643	1	3
2646	1	1
2647	1	4
2652	1	5
2656	1	1
2660	1	3
2662	1	5
2669	1	5
2689	1	5
2690	1	2
2693	1	1
2702	1	5
2734	1	5
2736	1	1
2737	1	1
2739	1	1
2746	1	4
2750	1	5
2755	1	3
2759	1	1
2767	1	2
2768	1	1
2785	1	3
2810	1	2
2823	1	3
2825	1	5
2837	1	3
2863	1	5
2865	1	5
2870	1	3
2882	1	3
2890	1	3
2894	1	4
2897	1	4
2909	1	3
2911	1	5
2917	1	5
2921	1	5
2942	1	4
2965	1	3
2971	1	2
2972	1	5
2979	1	1
2983	1	5
3003	1	5
3014	1	1
3015	1	5
3027	1	2
3029	1	4
3067	1	1
3073	1	2
3075	1	1
3076	1	3
3085	1	5
3089	1	1
3093	1	5
3104	1	5
3108	1	3
3127	1	4
3131	1	3
3139	1	5
3146	1	5
3147	1	3
3198	1	3
3199	1	1
3208	1	4
3211	1	4
3215	1	5
3221	1	2
3234	1	1
3235	1	5
3258	1	3
3265	1	5
3282	1	5
3293	1	4
3294	1	1
3307	1	2
3311	1	4
